id_rest,id_OSM_rest,name,bbox
lon_12.0055212_lat_51.5564663,way/245174355,Petersberg,"[12.003016845412759, 51.555745568951444, 12.011668241159047, 51.5611383944032]"
lon_12.0026469_lat_51.5585101,way/245174356,Petersberg,"[11.998104607669859, 51.55385038019862, 12.006755954960738, 51.55924320588644]"
lon_9.9061758_lat_51.6070521,way/246101163,Leineholz,"[9.90144447092556, 51.602875411566245, 9.910105010777029, 51.60826819254162]"
lon_9.9052624_lat_51.601567,way/246101170,Leineholz,"[9.903468470776337, 51.6005265053521, 9.91212845827017, 51.60591928901009]"
lon_9.9423746_lat_51.7161249,way/246102103,Schlochau-Ost,"[9.940562022080394, 51.71500884489424, 9.949243885650512, 51.72040152270007]"
lon_10.3839933_lat_53.9180845,way/258903440,Kronberg,"[10.381600440545865, 53.91604425458538, 10.39073216651179, 53.92143492212902]"
lon_10.3887051_lat_53.9187746,way/258903441,Kronberg,"[10.383794430635815, 53.9168503304235, 10.392926419579782, 53.9222409968785]"
lon_8.4102192_lat_53.0580627,way/264771711,,"[8.408172787570619, 53.05440345193814, 8.417121773207393, 53.059794899432575]"
lon_11.7774094_lat_50.5807536,way/272626083,Himmelsteiche,"[11.771908857935525, 50.57937192733319, 11.780380293982127, 50.584765657752754]"
lon_9.7731665_lat_53.7040762,way/286874829,Forst Rantzau,"[9.77017802915034, 53.70076432887362, 9.779263163425938, 53.706155190794256]"
lon_9.7685523_lat_53.7077592,way/286874830,Forst Rantzau,"[9.765045380311019, 53.70407530393123, 9.774131340836654, 53.709466162378654]"
lon_10.8893354_lat_50.4230805,way/288991130,Im Werratal,"[10.882388654055507, 50.41784519251527, 10.890831463732159, 50.423239072272835]"
lon_10.8907057_lat_50.4209612,way/288991137,Im Werratal,"[10.883842331080915, 50.418824591353925, 10.892285175201406, 50.42421847093088]"
lon_9.4507501_lat_50.3248577,way/289515207,Hundsrücker Berg,"[9.447911601661385, 50.32120805186797, 9.456337283544503, 50.32660202170981]"
lon_9.5406188_lat_50.9403942,way/293899021,Am Pommer,"[9.535342781186571, 50.936525424487904, 9.54387900714325, 50.94191882246749]"
lon_13.968411_lat_53.2173979,way/293946788,Rathsburgseen Süd,"[13.964411243182557, 53.215286158038225, 13.973393147685549, 53.22067746149516]"
lon_10.0335813_lat_51.7803957,way/295963764,Am Bierberg-Ost,"[10.033545813122116, 51.77921198476478, 10.04223987420743, 51.784604603898444]"
lon_10.0338812_lat_51.7811423,way/295963765,Am Bierberg,"[10.025239115839494, 51.77658508866426, 10.033932992571806, 51.78197770868284]"
lon_9.9386962_lat_53.6678072,way/296390971,Bönningstedt,"[9.93868893854377, 53.66657140470686, 9.947766695629518, 53.67196229768043]"
lon_9.9242982_lat_53.8199638,way/296494595,Moorkaten-Ost,"[9.922524789543715, 53.817860363367096, 9.931635528551855, 53.823251118096216]"
lon_9.9398139_lat_53.9224456,way/296503902,Sielsbrook,"[9.93444541268817, 53.91949350599638, 9.943578366940766, 53.924884168456074]"
lon_9.946725_lat_53.9405503,way/296503903,Bimöhlen,"[9.942119585313547, 53.93844463906586, 9.95125651723522, 53.94383528507584]"
lon_11.2514815_lat_51.3300061,way/296859455,Hohe Schrecke Ost,"[11.248267678425167, 51.327985223355874, 11.25687646302787, 51.33337825794638]"
lon_10.0752917_lat_53.2253978,way/299272616,Garlstorfer Wald,"[10.067161885212885, 53.22408810477873, 10.076145988559313, 53.22947939867117]"
lon_8.1980563_lat_52.7804098,way/299469055,Cappeln Hagelage Ost,"[8.197611045136778, 52.778253547552076, 8.206502962498057, 52.78364524856706]"
lon_8.2003211_lat_52.7862705,way/299469056,Cappeln Hagelage West,"[8.194227105283952, 52.78108202081977, 8.20311967158762, 52.7864737189243]"
lon_8.2810289_lat_52.8853475,way/299600733,Engelmannsbäke Nord,"[8.278243233180763, 52.88260626678244, 8.287156659658951, 52.88799787167087]"
lon_8.5064074_lat_52.9359003,way/299600772,,"[8.501633902228043, 52.93206592063973, 8.510557454399827, 52.937457480516784]"
lon_8.656512_lat_52.9922486,way/299600774,,"[8.653916916981188, 52.9891109665601, 8.662852346315436, 52.99450247383572]"
lon_8.1745426_lat_52.7086937,way/301010787,Bakumer Wiesen Ost,"[8.171125860091044, 52.70604738441728, 8.180003344479184, 52.71143915032847]"
lon_11.7769971_lat_50.5810114,way/302623910,Himmelsteiche,"[11.771038929802396, 50.58047312620055, 11.779510424907839, 50.58586685631359]"
lon_10.1538882_lat_52.3604733,way/305047922,Röhrse Süd,"[10.152980262770972, 52.35642993598338, 10.16178749986519, 52.361822022341315]"
lon_8.5969375_lat_50.0002998,way/307073504,Steingrund,"[8.589970828371248, 50.0001720492931, 8.598339862810969, 50.00556632104249]"
lon_8.5975012_lat_50.0004823,way/307073506,Kaiserstein,"[8.593829321021952, 49.9986838732295, 8.602198397708678, 50.00407814475145]"
lon_10.3229911_lat_53.7357901,way/310668098,Rehbrook West,"[10.321975469298689, 53.73320884723531, 10.331067691817552, 53.738599679390745]"
lon_10.2493842_lat_53.6299917,way/310736042,Ellerbrook,"[10.242339052209694, 53.6267503369745, 10.251408416038927, 53.632141265370514]"
lon_8.7644676_lat_50.0661731,way/323878114,Hainbach,"[8.758630528849103, 50.06387048656941, 8.767010735588759, 50.069264698287796]"
lon_8.7653162_lat_50.0670321,way/323878115,Hainbach,"[8.759466895396415, 50.06360658447927, 8.76784722854553, 50.06900079551983]"
lon_12.6432698_lat_52.3390277,way/344607450,Grebser Heide,"[12.641929004479803, 52.3347748737492, 12.650731915991305, 52.34016698009128]"
lon_12.6446278_lat_52.3391265,way/344608644,Rietzer See,"[12.639204318493427, 52.33813590825703, 12.64800758469357, 52.343528012959354]"
lon_9.7753836_lat_54.2766464,way/344828110,Ohe West,"[9.773960533614245, 54.27168155798547, 9.783171139973026, 54.277071903171375]"
lon_12.516355_lat_52.3415843,way/345597023,Temnitz,"[12.513716554870454, 52.339501767268935, 12.522520108152994, 52.34489387064418]"
lon_8.1151722_lat_53.3867215,way/346384624,,"[8.109212347335049, 53.384604080104744, 8.11822985901119, 53.38999522954103]"
lon_12.1425003_lat_53.2643763,way/347755345,Dorngrund Nord,"[12.139381986698933, 53.26024576182083, 12.148373903138175, 53.26563702178492]"
lon_12.1423532_lat_53.263714,way/347755346,Dorngrund Süd,"[12.137241813265055, 53.26270592798053, 12.146233533459922, 53.26809718879572]"
lon_9.2499078_lat_54.1380406,way/363875371,Dithmarscher Geest,"[9.245993899306267, 54.135370756512856, 9.255174228675411, 54.14076122444461]"
lon_9.7394653_lat_50.5111262,way/367969086,Rastplatz Pilgerzell,"[9.736552268848282, 50.505789152165974, 9.745010633952571, 50.511182950585045]"
lon_9.7335412_lat_50.3854139,way/368016602,Rastplatz Am Forsthaus,"[9.730977187567508, 50.3820081560797, 9.7394133193471, 50.38740207089435]"
lon_9.6821912_lat_50.6848592,way/368338551,Rastplatz Günterswald,"[9.681029413487586, 50.68376321243026, 9.689519300433162, 50.6891568473984]"
lon_9.1106685_lat_50.7152858,way/368605258,Dottenberg,"[9.109462355767052, 50.71439371969811, 9.117957815901436, 50.71978732595744]"
lon_8.9660829_lat_50.6403329,way/368605259,Rastplatz Finkenwald,"[8.959268453905919, 50.63970619888045, 8.96775037074905, 50.64509987500328]"
lon_8.967664_lat_50.6400352,way/368605260,Rastplatz Heg-Berg,"[8.961000313209796, 50.63803361953085, 8.969482080389968, 50.64342729642762]"
lon_9.1042696_lat_50.7142736,way/368605261,Krachgarten,"[9.103411993492848, 50.71097603642935, 9.11190718142139, 50.71636964408956]"
lon_9.3510531_lat_50.7567778,way/368652898,Eifa,"[9.348787840306063, 50.75514384079974, 9.357290800468071, 50.76053740851411]"
lon_8.7562282_lat_50.5199458,way/368724793,Limes-Ost,"[8.750674990942052, 50.518377261498856, 8.759135422995179, 50.523771049143875]"
lon_8.7576588_lat_50.5220146,way/368724794,Limes-West,"[8.75183519235065, 50.51824040922251, 8.76029561596566, 50.5236341969115]"
lon_9.499416_lat_50.801026,way/368724795,Rastplatz Barnholz,"[9.491768418254328, 50.799208128952266, 9.500279392649599, 50.8046016555921]"
lon_9.3965197_lat_51.1916109,way/368790415,Am Sonnenborn,"[9.390994447584927, 51.189870768990566, 9.399577175721987, 51.195263933012555]"
lon_9.3955169_lat_51.1918568,way/368790417,Scharfenstein,"[9.388435761761343, 51.18663927138443, 9.397018354024542, 51.19203243608445]"
lon_13.9559485_lat_53.2109455,way/369329706,Rathsburgseen Nord,"[13.95264041306283, 53.20895327981666, 13.96162120227882, 53.21434458812756]"
lon_12.5905719_lat_53.0085503,way/369956047,Rossower Heide,"[12.586861978423574, 53.006680885883604, 12.595800803458566, 53.012072378159075]"
lon_12.6092758_lat_52.9913176,way/369956048,,"[12.607207051452917, 52.98814989605569, 12.616142344236966, 52.99354140393486]"
lon_12.274776_lat_53.1981473,way/369956959,Blesenberg,"[12.268097615636462, 53.194392076440515, 12.277075547298358, 53.19978339719638]"
lon_12.276264_lat_53.1954521,way/369956961,Parkplatz Kiebitzberg,"[12.27234853613547, 53.194485313108984, 12.281326214767686, 53.19987663496738]"
lon_12.0740424_lat_53.2849259,way/370026587,,"[12.065729100224841, 53.283134574595245, 12.07472545388317, 53.28852581533022]"
lon_12.0732519_lat_53.2843058,way/370026588,,"[12.0670516070491, 53.28227758603531, 12.076047847363794, 53.28766882726112]"
lon_13.9017286_lat_51.6960837,way/370280807,,"[13.894284452104895, 51.69230770507872, 13.902962312443325, 51.69770040219497]"
lon_13.9503161_lat_52.3112817,way/370328681,Lebbiner Heide,"[13.948961815983138, 52.30750671352801, 13.957759302504309, 52.31289884497536]"
lon_13.9496292_lat_52.3118174,way/370328682,Briesenluch,"[13.949117095070408, 52.30968864204748, 13.957914879662416, 52.315080772114236]"
lon_13.8491933_lat_53.0912185,way/370731225,Suckower Forst,"[13.843978489053546, 53.0880753986438, 13.852934430502115, 53.09346681556994]"
lon_13.7762186_lat_53.5200667,way/370732036,Ravensmühle,"[13.773093346178971, 53.51755107566475, 13.782139367447773, 53.52294210309541]"
lon_12.6186218_lat_52.0343636,way/371479295,Rabenstein,"[12.61485573431911, 52.03414429961848, 12.623599088942033, 52.0395366841483]"
lon_9.9397588_lat_53.6702339,way/371613557,Bönningstedt,"[9.935499601403919, 53.66952934476557, 9.944577972766428, 53.674920235150566]"
